category,issue_examples,to,cc1,cc2,cc3,entities_required
solar_net_metering,solar net metering application pending;net meter installation delayed;solar export not recorded;import export reading mismatch;solar subsidy linked issue;discom approval delayed;feasibility approval pending;meter replacement delayed;bi-directional meter faulty;solar capacity approval delayed;inspection pending;synchronization approval pending;consumer number mismatch;Aadhaar mismatch;bank details for subsidy incorrect;vendor installation completed but meter not installed;billing error after solar installation;excess generation not credited;net meter removed without notice;transformer capacity issue;technical feasibility rejected;online application pending;portal error;representation pending;inspection not conducted;solar rooftop approval delayed;government building solar issue;apartment solar net metering;industry solar connection;urgent commissioning requested,"Assistant Executive Engineer, TANGEDCO","Executive Engineer, TANGEDCO","Superintending Engineer, TANGEDCO","Chief Engineer (Distribution), TANGEDCO",consumer_number;application_number
power_theft_report,illegal electricity connection;hooking from overhead line;meter bypass;meter tampering;direct theft from transformer;commercial power theft;industrial power theft;illegal agricultural connection;streetlight power theft;construction site power theft;unauthorized extension of supply;fake meter seals;suspected meter manipulation;power theft by neighbour;public safety due to illegal wiring;repeat theft complaint;anonymous complaint;inspection requested;vigilance inspection requested;TANGEDCO not responding;loss to government;representation pending;video evidence submitted;tampered CT/PT;unauthorized load increase;illegal reconnection after disconnection;energy audit discrepancy;transformer overload due to theft;urgent disconnection requested;consumer complaint ignored,"Assistant Executive Engineer, TANGEDCO","Executive Engineer, TANGEDCO","Superintending Engineer, TANGEDCO","Chief Vigilance Officer, TANGEDCO",street_name;village
electric_pole_shift,electric pole obstructing entrance;pole inside private property;pole affecting building construction;pole blocking road widening;pole relocation for CMDA approval;pole relocation for DTCP approval;leaning electric pole;damaged electric pole;pole hit by vehicle;unsafe electric pole;pole obstructing drainage;pole affecting gate access;pole inside proposed building footprint;HT pole relocation;LT pole relocation;transformer relocation;new service connection affected;pole near school entrance;pole near hospital access;tree growth affecting pole;storm damage;road project requiring pole shift;cost estimate pending;payment made but work pending;inspection delayed;representation pending;contractor not responding;public safety issue;urgent relocation;accident risk,"Assistant Executive Engineer, TANGEDCO","Executive Engineer, TANGEDCO","Superintending Engineer, TANGEDCO","Chief Engineer (Distribution), TANGEDCO",consumer_number;street_name;door_number
mobile_network_issue,poor mobile signal;no mobile coverage;frequent call drops;4G not available;5G not available;slow mobile internet;network outage;SIM activation delayed;SIM deactivation without notice;tower outage;indoor coverage poor;village without mobile network;emergency calls failing;network congestion;porting issue (MNP);tower radiation concern;illegal mobile tower;tower installation objection;billing despite no network;international roaming issue;OTP not received;tower power backup failure;representation pending;service provider not responding;consumer grievance;TRAI complaint;DoT grievance;network quality issue;rural connectivity issue;urgent connectivity required,"Nodal Officer, Concerned Telecom Service Provider","Appellate Authority, Concerned Telecom Service Provider",Department of Telecommunications (TERM Cell),TRAI,service_provider;connection_number;village
broadband_issue,broadband not working;fiber cable damaged;internet speed lower than plan;connection installation delayed;service activation pending;frequent disconnection;router not configured;ONT device faulty;cable cut;billing despite no service;refund for downtime;shift connection pending;connection wrongly disconnected;business broadband issue;leased line outage;FTTH installation delay;poor Wi-Fi due to ISP issue;customer care not responding;static IP issue;service engineer not visiting;online complaint unresolved;representation pending;TRAI grievance;DoT grievance;consumer complaint;network congestion;latency issue;packet loss;international connectivity issue;urgent restoration,"Nodal Officer, Concerned Internet Service Provider","Appellate Authority, Concerned Internet Service Provider",Department of Telecommunications (TERM Cell),TRAI,service_provider;connection_number;village
cable_tv_issue,cable TV signal lost;set-top box not working;channels removed;paid channels not activated;billing dispute;excess subscription charges;poor picture quality;frequent signal interruption;cable operator not responding;connection installation delayed;refund not given;illegal cable disconnection;DTH installation issue;local cable operator dispute;FTA channels blocked;channel package mismatch;service outage;decoder replacement delayed;cable cut;customer service issue;representation pending;TRAI complaint;broadcast issue;consumer grievance;digital addressable system issue;operator licence issue;monthly charges dispute;duplicate billing;urgent restoration;public complaint,"Nodal Officer, Concerned Cable TV Operator / MSO","Appellate Authority, Concerned MSO",TRAI,District Collector,service_provider;connection_number;village
postal_delivery,speed post not delivered;registered post delayed;ordinary post missing;parcel lost;parcel damaged;wrong delivery;postal article returned wrongly;postman not delivering;address verification issue;PIN code error;insured parcel issue;COD article issue;money order delayed;international post delayed;EMS parcel delay;postal tracking not updated;passport dispatch delayed through post;government document lost;parcel tampered;delivery attempted falsely;door delivery denied;post office not responding;representation pending;consumer complaint;mail theft allegation;urgent delivery;postal complaint unresolved;delivery to wrong address;bulk mail issue;public grievance,Senior Superintendent of Post Offices,Postmaster General (Region),"Chief Postmaster General, Tamil Nadu Circle",Department of Posts,post_office_name;article_number
postal_savings,post office savings account issue;RD account issue;TD account issue;MIS account issue;NSC maturity issue;KVP encashment delayed;PPF withdrawal delayed;SCSS interest not credited;passbook not updated;nomination issue;account transfer delayed;account closure pending;wrong interest calculation;duplicate account issue;CBS migration issue;online banking issue;ATM card not issued;IPPB linkage issue;signature mismatch;KYC pending;Aadhaar linkage issue;cheque clearance delay;withdrawal denied;representation pending;postal staff misconduct;investment certificate lost;refund pending;grievance unresolved;financial loss;urgent withdrawal requested,Senior Superintendent of Post Offices,Postmaster General (Region),"Chief Postmaster General, Tamil Nadu Circle",Department of Posts,post_office_name;account_number
railway_cleanliness,dirty railway station;unclean platform;overflowing dustbins;toilets not cleaned;coach cleanliness poor;garbage on tracks;drainage issue at station;drinking water unavailable;waiting hall unclean;platform pest infestation;mosquito menace;coach not cleaned before boarding;bedroll hygiene issue;AC coach hygiene;food waste accumulation;station foul smell;escalator not maintained;lift cleanliness;public health concern;contractor not cleaning;station manager not responding;representation pending;inspection requested;coach cleaning during journey;bio-toilet issue;track maintenance issue;public complaint;passenger amenity issue;urgent sanitation required;Swachh Rail complaint,Station Manager,Divisional Railway Manager,"General Manager, Zonal Railway",Railway Board,station_name;train_number
railway_ticket_refund,ticket refund delayed;TDR claim pending;train cancelled refund;partial journey refund;online refund pending;counter ticket refund;duplicate payment;wrong fare charged;failed transaction;IRCTC refund delayed;refund after waitlist cancellation;refund after train diversion;refund after AC failure;refund due to coach downgrade;bank account not credited;UPI refund pending;refund after court order;ticket cancellation dispute;GST invoice issue;refund rejected wrongly;representation pending;IRCTC not responding;railway claims issue;travel disruption compensation;refund calculation error;emergency cancellation;medical cancellation;natural calamity cancellation;urgent refund requested;passenger grievance,Chief Commercial Inspector / Station Manager,Divisional Commercial Manager,Divisional Railway Manager,IRCTC / Zonal Railway,pnr_number;journey_date;train_number
railway_safety,unsafe railway crossing;unmanned level crossing issue;damaged railway bridge;broken platform edge;missing platform fencing;track damage;rail fracture suspected;signal failure;unsafe foot overbridge;escalator safety issue;lift malfunction at station;poor platform lighting;trespassing due to inadequate fencing;dangerous gap between train and platform;train overshooting platform;coach door not functioning;emergency alarm not working;fire safety issue in coach;passenger security concern;unsafe station construction;trackside encroachment;unauthorized crossing;accident-prone railway crossing;CCTV not functioning;crowd management failure;public safety complaint;inspection requested;representation pending;urgent safety intervention;accident prevention request,Station Manager,Divisional Safety Officer,Divisional Railway Manager,"General Manager, Zonal Railway",station_name;train_number
airport_facility,airport cleanliness poor;drinking water unavailable;toilets not maintained;waiting area overcrowded;air conditioning not working;escalator not functioning;lift not working;baggage trolley shortage;flight information display not working;charging points unavailable;Wi-Fi not working;wheelchair assistance delayed;disabled passenger facilities inadequate;parking issues;drop-off congestion;taxi queue mismanagement;food court overpricing;public seating insufficient;lost and found delay;baggage belt delay;public announcement unclear;terminal lighting inadequate;roof leakage;signage inadequate;medical assistance unavailable;customer service complaint;representation pending;inspection requested;public grievance;airport infrastructure improvement,Airport Director,"Regional Executive Director, Airports Authority of India","Member (Operations), Airports Authority of India",Ministry of Civil Aviation,airport_name;travel_date
airport_security,security check delay;excessive waiting time;security staff misconduct;baggage screening issue;CISF personnel complaint;restricted area access issue;security clearance delay;identity verification dispute;prohibited item handling complaint;lost item during security check;damaged baggage during screening;priority passenger grievance;disabled passenger screening issue;senior citizen assistance lacking;queue management failure;security equipment malfunction;false security alarm;staff behaviour complaint;security protocol violation;emergency evacuation concern;terminal access denied;visitor pass issue;airport entry restriction;representation pending;inspection requested;public safety complaint;security awareness issue;urgent intervention;passenger rights complaint;security infrastructure deficiency,Chief Airport Security Officer (CISF),Airport Director,"Sector DIG, CISF",Airports Authority of India,airport_name;travel_date
nhai_road_issue,national highway potholes;damaged highway;service road not maintained;median damaged;crash barrier broken;road signage missing;road markings faded;highway flooding;poor drainage on highway;illegal median opening;unauthorized access road;streetlights not working on highway;accident-prone highway stretch;road shoulder damaged;bridge expansion joint damaged;culvert blocked;construction delay on NH project;tree obstructing highway;encroachment on highway;highway debris not removed;unsafe diversion;pedestrian crossing needed;noise barrier requested;road widening delay;representation pending;inspection requested;NHAI contractor issue;public safety concern;emergency road repair;highway maintenance complaint,"Project Director, NHAI","Regional Officer, NHAI","Member (Projects), NHAI",District Collector,road_name;location_details
toll_plaza_issue,illegal toll collection;excess toll charged;FASTag deduction error;double toll deduction;receipt not issued;long queue at toll plaza;FASTag lane blocked;staff misconduct;cash lane unavailable;exempt vehicle charged;ambulance delayed at toll;VIP misuse of lane;poor toilet facilities;toll plaza lighting poor;unsafe toll plaza;speed breakers absent;accident near toll plaza;service road blocked;overloading enforcement issue;CCTV not working;refund not received;representation pending;inspection requested;public grievance;contractor misconduct;emergency lane blocked;FASTag blacklisting issue;wrong vehicle classification;public inconvenience;traffic congestion,"Project Director, NHAI","Regional Officer, NHAI","Member (Administration), NHAI",District Collector,toll_plaza_name;vehicle_number;travel_date
metro_rail_service,train delayed;metro service cancelled;smart card issue;token vending machine not working;ticket refund delayed;platform crowding;air conditioning not working in train;station lift not working;escalator not working;announcement system failure;platform display issue;train frequency inadequate;women coach issue;wheelchair assistance unavailable;parking issues at station;feeder bus unavailable;staff misconduct;cleanliness poor;toilets not maintained;security concern;Wi-Fi unavailable;mobile network issue inside station;lost property complaint;representation pending;inspection requested;public grievance;fare dispute;service quality issue;emergency response delay;customer care complaint,"Station Manager, Chennai Metro Rail","General Manager (Operations), Chennai Metro Rail Limited","Managing Director, Chennai Metro Rail Limited",Department of Transport,station_name;travel_date
metro_rail_property,encroachment on metro property;damage to metro property;illegal parking on metro land;commercial encroachment;advertisement dispute;lease issue;property boundary dispute;unauthorized construction near metro;tree obstructing metro corridor;drainage affecting metro property;water leakage into station;utility shifting issue;illegal vendors;public nuisance;graffiti complaint;vandalism;CCTV damage;station building damage;parking contract issue;tenant dispute;property licence issue;representation pending;inspection requested;public safety issue;access road obstruction;stormwater issue;construction vibration complaint;maintenance issue;urgent intervention;asset protection complaint,"Estate Officer, Chennai Metro Rail Limited","General Manager (Administration), Chennai Metro Rail Limited","Managing Director, Chennai Metro Rail Limited",District Collector,station_name;survey_number;village;taluk
factory_safety,unsafe factory conditions;machine without safety guard;worker injury risk;fire safety violation;chemical leak;gas leak;unsafe electrical installation;PPE not provided;emergency exit blocked;first aid unavailable;unsafe scaffolding;unsafe crane operation;forklift safety issue;boiler safety concern;confined space hazard;occupational health issue;unsafe pressure vessel;explosion risk;hazardous waste handling;accident not reported;unsafe lifting equipment;factory inspection requested;repeat safety violations;representation pending;worker complaint;industrial accident prevention;unsafe storage of chemicals;public safety risk;labour inspector not responding;urgent inspection,Inspector of Factories,Deputy Director of Industrial Safety and Health,Director of Industrial Safety and Health,District Collector,establishment_name;village
factory_licence,factory licence pending;factory licence renewal delayed;licence rejected;amendment of licence pending;change in manufacturing process;increase in workforce approval;factory expansion approval;ownership change;occupier change;manager change;licence transfer;duplicate licence;licence validity correction;online application pending;fees paid but licence not issued;inspection delayed;document verification pending;building approval linked issue;fire NOC pending;pollution consent pending;representation pending;appeal against rejection;licence suspended;licence cancelled wrongly;court order not implemented;startup factory licence;MSME licence issue;urgent approval requested;government delay;industrial grievance,Inspector of Factories,Deputy Director of Industrial Safety and Health,Director of Industrial Safety and Health,District Collector,application_number;establishment_name
boiler_inspection,boiler inspection pending;boiler registration delayed;boiler fitness certificate pending;renewal inspection delayed;boiler operation permission delayed;inspection report not issued;boiler accident inquiry;pressure test pending;safety valve certification;economiser inspection;boiler repair approval;steam pipeline inspection;boiler transfer approval;ownership change pending;boiler shutdown due to delay;inspection fees paid but inspection not done;representation pending;factory expansion linked issue;startup delay due to boiler approval;inspection rescheduling;boiler certificate correction;online application pending;technical document verification;unsafe boiler operation complaint;emergency inspection requested;industrial production affected;government inspector unavailable;public safety concern;compliance certificate pending;licence linkage issue,Inspector of Boilers,Deputy Chief Inspector of Boilers,Chief Inspector of Boilers,Director of Industrial Safety and Health,establishment_name;village
lift_safety,lift not functioning;lift stuck between floors;people trapped in lift;lift overdue for inspection;annual maintenance not conducted;lift licence expired;unsafe lift operation;emergency alarm not working;lift door malfunction;lift overspeed issue;brake failure suspected;power backup not working;lift vibration;abnormal noise;water leakage into lift shaft;poor ventilation inside lift;disabled accessibility issue;lift capacity exceeded regularly;builder failed to obtain lift approval;apartment association ignoring complaints;hospital lift malfunction;commercial building lift unsafe;inspection requested;accident due to lift failure;representation pending;certificate not displayed;maintenance contractor negligence;urgent repair requested;public safety concern;government inspection delayed,Inspector of Lifts,Deputy Chief Inspector of Lifts,Chief Inspector of Lifts,District Collector,building_name;door_number;street_name
petrol_bunk_violation,fuel quantity shortage;fuel adulteration;incorrect meter calibration;overcharging;refusal to issue bill;poor fuel quality;unsafe storage of fuel;expired fire safety equipment;unauthorized fuel sale;illegal fuel dispensing;staff misconduct;refusal to accept digital payment;toilets not maintained;air filling facility unavailable;pollution control violation;water mixed in fuel;short delivery complaint;tampered dispensing unit;price board not displayed;consumer harassment;illegal storage tanks;emergency safety violation;explosion risk;representation pending;inspection requested;weights and measures violation;public complaint;dealer licence violation;marketing discipline guideline violation;urgent inspection,District Supply and Consumer Protection Officer,Joint Controller of Explosives (PESO),Oil Marketing Company Regional Office,District Collector,establishment_name;street_name;village
lpg_connection,new LPG connection delayed;PMUY connection pending;connection transfer delayed;address change pending;consumer number not issued;double connection dispute;security deposit refund;connection surrender issue;refill booking problem;new cylinder not supplied;dealer refusing connection;document verification delay;Aadhaar linkage issue;bank account linkage;KYC pending;gas regulator not supplied;hose pipe not supplied;installation delayed;safety demonstration not conducted;dealer misconduct;representation pending;online application pending;waiting list delay;priority connection for senior citizen;commercial LPG issue;duplicate consumer issue;subsidy eligibility linked;emergency LPG requirement;consumer grievance;inspection requested,LPG Distributor,"Territory Manager, Oil Marketing Company","Regional Office, Oil Marketing Company",District Supply and Consumer Protection Officer,consumer_number;distributor_name
lpg_subsidy,LPG subsidy not credited;PAHAL subsidy pending;bank account not linked;Aadhaar seeding issue;duplicate subsidy issue;subsidy credited to wrong account;Give It Up status wrongly applied;subsidy eligibility dispute;consumer number mismatch;bank NPCI mapping issue;refill subsidy missing;subsidy stopped without notice;inactive consumer status;dealer not updating records;KYC pending;DBTL complaint;representation pending;portal error;oil company grievance;bank account verification pending;subsidy reversal issue;beneficiary deletion;PMUY subsidy issue;consumer transfer affecting subsidy;urgent financial assistance;grievance unresolved;subsidy calculation error;technical issue;consumer service complaint;government benefit delayed,LPG Distributor,"Territory Manager, Oil Marketing Company","Regional Office, Oil Marketing Company",District Supply and Consumer Protection Officer,consumer_number;bank_name
aavin_service,milk supply not available;milk booth closed;delayed milk delivery;poor milk quality;spoiled milk supplied;curd not available;ghee unavailable;milk card issue;Aavin token issue;Aavin app not working;billing dispute;staff misconduct;consumer complaint;milk shortage;irregular supply;expired dairy products;cold chain failure;dealer overcharging;new booth requested;milk booth relocation;representation pending;inspection requested;franchise complaint;public grievance;Aavin parlour hygiene issue;customer service issue;payment issue;refund pending;bulk supply issue;festival supply shortage,Aavin Depot Manager,"General Manager, District Milk Producers' Union","Managing Director, Aavin",District Collector,shop_name;village
milk_adulteration,adulterated milk;water mixed in milk;synthetic milk suspected;contaminated milk;expired milk sold;spoiled milk;milk quality test requested;private dairy adulteration;Aavin adulteration complaint;food safety violation;illegal milk sale;unlicensed dairy;unsafe milk storage;cold chain violation;bacterial contamination;chemical contamination;mislabelled dairy product;consumer illness after consumption;sample collection requested;inspection requested;representation pending;Food Safety Officer not responding;public health concern;bulk milk adulteration;milk powder adulteration;fat content deficiency;SNF deficiency;false branding;consumer compensation;urgent seizure requested,Designated Food Safety Officer,District Designated Officer (Food Safety),Commissioner of Food Safety,District Collector,shop_name;purchase_date;village
cooperative_bank_loan,crop loan delayed;gold loan issue;loan sanction pending;loan disbursement delayed;loan closure certificate not issued;wrong interest calculation;loan recovery harassment;NOC not issued;mortgage release delayed;KCC issue;SHG loan issue;education loan through cooperative bank;housing loan dispute;guarantor dispute;loan account not updated;loan restructuring pending;OTS request pending;auction notice dispute;representation pending;bank manager misconduct;document return delayed;excess recovery;insurance linked issue;subsidy linked loan;digital banking complaint;consumer grievance;RBI guideline violation;urgent financial relief;legal notice dispute;service deficiency,"Branch Manager, Cooperative Bank",Joint Registrar of Cooperative Societies,Registrar of Cooperative Societies,District Collector,society_name;loan_account_number
cooperative_society,membership denied;membership cancellation;share certificate not issued;election dispute;misappropriation of funds;audit irregularities;society records not provided;annual general meeting not conducted;loan eligibility dispute;management committee misconduct;fraud by office bearers;dividend not paid;refund of share capital delayed;cooperative housing issue;consumer cooperative issue;milk cooperative issue;PACCS grievance;representation pending;inspection requested;special audit requested;administrator appointment;records manipulation;illegal expulsion;beneficiary selection dispute;government scheme implementation;financial irregularity;embezzlement allegation;public grievance;department not responding;urgent inquiry requested,Deputy Registrar of Cooperative Societies,Joint Registrar of Cooperative Societies,Registrar of Cooperative Societies,District Collector,society_name;membership_number
self_help_group,SHG loan delayed;revolving fund not released;bank linkage issue;SHG registration pending;member dispute;group dissolution issue;training not provided;livelihood assistance delayed;subsidy not released;NRLM assistance pending;Tamil Nadu Corporation for Development of Women support issue;records not updated;grading delayed;federation dispute;bookkeeper issue;animator misconduct;microcredit issue;interest subvention delayed;representation pending;inspection requested;capacity building request;women empowerment scheme issue;group leadership dispute;financial irregularity;misuse of SHG funds;beneficiary exclusion;new SHG formation;market linkage issue;government support delayed;urgent intervention requested,Block Development Officer,"Project Director, District Rural Development Agency",District Collector,"Managing Director, Tamil Nadu Corporation for Development of Women",group_name;village
msme_subsidy,MSME subsidy pending;capital subsidy delayed;technology upgradation subsidy;interest subsidy pending;NEEDS scheme issue;UYEGP subsidy delay;PMEGP subsidy issue;credit linked subsidy;application rejected wrongly;inspection pending;document verification delayed;bank not forwarding application;subsidy released but not credited;eligibility dispute;startup incentive delayed;industrial promotion assistance;export incentive issue;representation pending;portal technical issue;single window delay;SIDCO linkage issue;SIPCOT linkage issue;machinery subsidy;quality certification reimbursement;patent subsidy;ISO certification assistance;power tariff subsidy;women entrepreneur subsidy;SC/ST entrepreneur subsidy;government assistance delayed,"General Manager, District Industries Centre",Regional Joint Director of Industries and Commerce,Commissioner of Industries and Commerce,District Collector,enterprise_name;application_number
udyam_registration,Udyam registration pending;Udyam certificate not generated;enterprise classification incorrect;PAN validation failed;Aadhaar authentication failed;GST verification issue;NIC code correction;enterprise name correction;address correction;mobile number update;email update;investment details incorrect;turnover details mismatch;duplicate Udyam registration;migration from UAM pending;registration rejected;certificate download issue;bank loan affected due to missing Udyam;MSME benefits denied;government tender eligibility issue;document verification pending;portal technical error;representation pending;startup registration delayed;SC/ST entrepreneur registration issue;women entrepreneur registration issue;export benefits affected;financial assistance delayed;registration cancelled wrongly;urgent registration requested,"General Manager, District Industries Centre",Regional Joint Director of Industries and Commerce,Commissioner of Industries and Commerce,Ministry of MSME,enterprise_name;application_number
industrial_plot,industrial plot allotment pending;SIPCOT plot allotment delayed;SIDCO plot allotment delayed;plot possession not handed over;lease deed pending;sale deed execution delayed;encroachment on industrial plot;boundary dispute;infrastructure not provided;road access unavailable;water supply unavailable;electricity connection delayed;drainage not provided;plot cancellation dispute;premium calculation dispute;transfer of industrial plot;subdivision request;plot amalgamation request;change in project approval;construction approval delayed;representation pending;developer default;maintenance issues;common facilities unavailable;illegal occupation;allotment eligibility dispute;plot resumption challenged;court order not implemented;industry expansion affected;urgent allotment requested,"Estate Officer, SIPCOT / SIDCO","Regional Manager, SIPCOT / SIDCO","Managing Director, SIPCOT / SIDCO",Commissioner of Industries and Commerce,application_number;industrial_estate_name
sipcot_infrastructure,internal roads damaged;streetlights not working;water supply unavailable;power supply interruption;stormwater drainage blocked;sewerage system not functioning;CETP issue;solid waste management issue;common utilities unavailable;security inadequate;compound wall damaged;green belt not maintained;fire station unavailable;parking facilities inadequate;bus service unavailable;telecom connectivity poor;industrial estate flooding;factory access road damaged;common substation issue;maintenance contractor negligence;estate cleanliness poor;illegal encroachment;inspection requested;representation pending;industry association grievance;emergency repair requested;expansion infrastructure needed;public utility issue;estate management complaint;government intervention requested,"Regional Manager, SIPCOT","Managing Director, SIPCOT",Commissioner of Industries and Commerce,District Collector,industrial_estate_name;plot_details
single_window_clearance,single window approval delayed;investment proposal pending;multiple department clearance delayed;building approval pending;pollution clearance pending;fire NOC pending;factory licence pending;power connection delayed;water connection delayed;land conversion pending;industrial licence delayed;online portal issue;application under scrutiny;department not responding;deemed approval requested;project implementation delayed;large investment affected;MSME clearance pending;startup approval delayed;document verification pending;inspection pending;representation pending;escalation requested;ease of doing business issue;investor grievance;time limit exceeded;application wrongly rejected;approval status not updated;urgent clearance requested;government coordination issue,"General Manager, District Industries Centre",Commissioner of Industries and Commerce,Guidance Tamil Nadu,Industries Department,enterprise_name;application_number
tourism_property,tourist accommodation licence pending;tourism project approval delayed;government tourism property maintenance;TTDC property complaint;tourist rest house maintenance;hotel classification issue;tourist information centre closed;public amenities inadequate;parking unavailable;drinking water unavailable;toilets not maintained;tourist safety concern;ticketing issue;booking refund delayed;guide misconduct;illegal commercial activity;tourism infrastructure damaged;representation pending;inspection requested;heritage tourism issue;eco-tourism grievance;wayfinding signage absent;public complaint;facility inaccessible to disabled persons;maintenance neglected;festival tourism issue;boat house maintenance;visitor amenities lacking;urgent repairs requested;tourism promotion request,"Regional Manager, Tamil Nadu Tourism Development Corporation","Managing Director, TTDC",Commissioner of Tourism,"Tourism, Culture and Religious Endowments Department",facility_name;village;taluk
heritage_site,heritage monument damaged;unauthorised construction near heritage site;encroachment on protected monument;graffiti on monument;illegal excavation;vandalism;poor maintenance;visitor facilities inadequate;lighting not working;drainage affecting monument;tree roots damaging structure;illegal commercial activity;advertisement boards on heritage site;boundary wall damaged;protected area fencing absent;garbage accumulation;security inadequate;ticketing issues;conservation work delayed;heritage restoration requested;representation pending;inspection requested;public awareness request;museum linkage issue;heritage walk infrastructure;parking issues;accessibility issues;environmental damage;urgent conservation requested;government neglect,Superintending Archaeologist (ASI) / Regional Assistant Director (State Archaeology),Director of Archaeology,Commissioner of Museums and Archaeology,District Collector,site_name;village;taluk
archaeological_protection,illegal excavation of archaeological remains;antiquities theft;damage to ancient temple;destruction of inscription;illegal construction over archaeological site;unauthorised digging;smuggling of antiquities;encroachment on archaeological land;fossil destruction;heritage structure collapse;public reporting of archaeological discovery;illegal mining near protected site;boundary dispute;government land protection;conservation requested;inspection requested;survey requested;heritage notification requested;representation pending;restoration delayed;illegal treasure hunting;vandalism;public awareness issue;security concerns;museum transfer issue;protected area signage absent;environmental damage;research permission issue;urgent intervention requested;court order not implemented,Superintending Archaeologist (ASI) / Regional Assistant Director (State Archaeology),Director of Archaeology,Archaeological Survey of India,District Collector,site_name;village;taluk
sports_hostel,admission denied;sports hostel accommodation issue;food quality poor;hostel maintenance poor;water supply unavailable;toilets not maintained;coach unavailable;medical facilities inadequate;scholarship delayed;sports equipment unavailable;hostel overcrowded;unsafe hostel building;disciplinary grievance;student harassment;selection dispute;representation pending;inspection requested;electricity issues;internet unavailable;attendance dispute;leave permission issue;parent grievance;security concerns;girls hostel facilities inadequate;transport issues;competition support unavailable;hostel fees dispute;government assistance delayed;urgent accommodation requested;administration not responding,District Sports Officer,"Regional Joint Director, Sports Development Authority of Tamil Nadu","Member Secretary, SDAT",District Collector,institution_name;student_name
youth_welfare,youth welfare scheme pending;skill training delayed;youth club registration;financial assistance delayed;volunteer programme issue;employment guidance unavailable;career counselling unavailable;NSS/NYC coordination issue;sports and youth grant pending;youth festival assistance;entrepreneurship training request;leadership training request;rural youth programme issue;urban youth programme issue;representation pending;inspection requested;government programme awareness;scholarship linkage issue;digital skill training request;innovation grant pending;startup mentoring request;women youth programme;tribal youth programme;disabled youth assistance;public grievance;government office not responding;urgent support requested;certificate issue;programme cancellation;beneficiary exclusion,District Youth Welfare Officer,Commissioner of Youth Welfare and Sports Development,"Secretary, Youth Welfare and Sports Development Department",District Collector,facility_name;village;taluk
public_grievance_collector,petition pending before Collector;Collector grievance day petition pending;petition forwarded without action;multiple representations unanswered;department not complying with Collector directions;delay in disposal;petition acknowledgement not issued;online grievance pending;CM Cell petition transferred;inter-department coordination failure;revenue grievance unresolved;civic grievance unresolved;welfare grievance unresolved;police grievance unresolved;land dispute pending;public hearing request;personal hearing requested;reminder petition;representation pending beyond prescribed time;status not updated;department giving contradictory replies;file movement delayed;urgent intervention requested;citizen charter violation;government office not responding;escalation requested;district-level coordination required;monitoring request;public grievance review;Collector intervention requested,District Collector,District Revenue Officer,Commissioner of Revenue Administration,"Chief Secretary, Government of Tamil Nadu",petition_number;petition_date
cm_special_cell,CM Special Cell petition pending;petition transferred without action;department not complying with CM Cell directions;online CM Cell grievance pending;petition closed without resolution;repeated representations ignored;public grievance not disposed within timeline;wrong department assigned;status not updated;petition reopened request;land grievance escalated to CM Cell;pension grievance escalated;police grievance escalated;revenue grievance escalated;municipal grievance escalated;welfare scheme grievance escalated;urgent medical assistance request;financial assistance request;natural disaster assistance request;illegal encroachment complaint;government officer inaction;citizen charter violation;representation pending beyond prescribed time;reminder petition;personal hearing requested;high priority grievance;district administration not responding;departmental coordination failure;monitoring requested;Chief Minister intervention requested,"Special Officer, Chief Minister's Special Cell",District Collector,Concerned Department Secretary,"Chief Secretary, Government of Tamil Nadu",petition_number;petition_date
government_employee_transfer,mutual transfer request;general transfer request;spouse transfer request;medical grounds transfer;disabled employee transfer;compassionate transfer;hardship transfer;inter-district transfer;intra-district transfer;promotion transfer pending;transfer order not implemented;relieving order delayed;joining time dispute;posting order delayed;station seniority dispute;vacancy available but transfer denied;administrative transfer challenged;representation against transfer;transfer cancellation request;online counselling grievance;teacher transfer issue;nurse transfer issue;police transfer issue;revenue department transfer;local body employee transfer;government hospital transfer;education department transfer;representation pending;department not responding;court order on transfer not implemented,Head of Office / District Head,Regional Joint Director / Departmental Director,Administrative Secretary of the Department,Chief Secretary,employee_id;department_name;office_name
government_employee_pension,pension sanction delayed;revised pension pending;family pension delayed;commutation pending;DCRG not released;leave encashment pending;GPF final settlement pending;earned leave surrender pending;pension payment stopped;life certificate issue;digital life certificate not accepted;qualifying service dispute;last pay fixation issue;pension arrears pending;medical reimbursement pending;death-cum-retirement benefits delayed;family pension not transferred;nominee dispute;treasury objection;service register missing;court order not implemented;representation pending;pension revision after pay commission;wrong pension calculation;gratuity withheld;disciplinary proceedings affecting pension;interest on delayed pension requested;urgent pension release;department not responding;retirement benefits grievance,Head of Office / Pension Sanctioning Authority,"Accountant General (A&E), Tamil Nadu",Director of Treasuries and Accounts,Finance Department,employee_id;department_name;office_name;retirement_date
treasury_delay,treasury bill pending;salary bill pending;pension bill pending;medical reimbursement bill pending;contingency bill pending;ECS payment delayed;electronic payment failed;treasury token pending;bill objected without reason;arrears bill pending;grant release delayed;scholarship payment pending;vendor payment delayed;court decree payment pending;refund bill pending;challan not accounted;treasury portal issue;IFHRMS issue;digital signature issue;budget allotment delay;financial sanction pending;representation pending;district treasury not responding;bill passed but payment not credited;bank reconciliation issue;duplicate payment issue;stamp account issue;urgent bill processing requested;government office delay;public fund disbursement issue,District Treasury Officer,Regional Joint Director of Treasuries,Director of Treasuries and Accounts,Finance Department,claim_number;office_name
